;Provincia;Cantón;Parroquia;Densidad Poblacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;PALANDA;LA CANELA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;PAQUISHA;PAQUISHA;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;PAQUISHA;BELLAVISTA;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;PAQUISHA;NUEVO QUITO;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GALÁPAGOS;SAN CRISTÓBAL;PUERTO BAQUERIZO MORENO;2.480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GALÁPAGOS;SAN CRISTÓBAL;EL PROGRESO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GALÁPAGOS;SAN CRISTÓBAL;ISLA SANTA MARÍA FLOREANA;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GALÁPAGOS;ISABELA;PUERTO VILLAMIL;1.755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GALÁPAGOS;ISABELA;TOMÁS DE BERLANGA;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GALÁPAGOS;SANTA CRUZ;PUERTO AYORA;4.407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GALÁPAGOS;SANTA CRUZ;BELLA VISTA;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GALÁPAGOS;SANTA CRUZ;SANTA ROSA;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;LAGO AGRIO;NUEVA LOJA;303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;LAGO AGRIO;DURENO;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;LAGO AGRIO;GENERAL FARFÁN;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;LAGO AGRIO;EL ENO;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;LAGO AGRIO;PACAYACU;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;LAGO AGRIO;JAMBELÍ;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;LAGO AGRIO;SANTA CECILIA;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;LAGO AGRIO;10 DE AGOSTO;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;GONZALO PIZARRO;LUMBAQUÍ;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;GONZALO PIZARRO;EL REVENTADOR;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;GONZALO PIZARRO;GONZALO PIZARRO;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;GONZALO PIZARRO;PUERTO LIBRE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;PUTUMAYO;PUERTO EL CARMEN DE PUTUMAYO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;PUTUMAYO;PALMA ROJA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;PUTUMAYO;PUERTO BOLÍVAR;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;PUTUMAYO;PUERTO RODRÍGUEZ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;PUTUMAYO;SANTA ELENA;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;PUTUMAYO;SANSAHUARI;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SHUSHUFINDI;SHUSHUFINDI;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SHUSHUFINDI;LIMONCOCHA;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SHUSHUFINDI;PAÑACOCHA;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SHUSHUFINDI;SAN ROQUE;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SHUSHUFINDI;SAN PEDRO DE LOS COFÁNES;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SHUSHUFINDI;SIETE DE JULIO;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SUCUMBÍOS;LA BONITA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SUCUMBÍOS;EL PLAYÓN DE SAN FRANCISCO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SUCUMBÍOS;LA SOFÍA;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SUCUMBÍOS;ROSA FLORIDA;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;SUCUMBÍOS;SANTA BÁRBARA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;CASCALES;EL DORADO DE CASCALES;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;CASCALES;SANTA ROSA DE SUCUMBÍOS;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;CASCALES;SEVILLA;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;CASCALES;NUEVA TRONCAL;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;CUYABENO;TARAPOA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;CUYABENO;CUYABENO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUCUMBÍOS;CUYABENO;AGUAS NEGRAS;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;EL COCA;399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;DAYUMA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;TARACOA;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;ALEJANDRO LABAKA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;EL DORADO;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;EL EDÉN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;GARCÍA MORENO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;INÉS ARANGO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;LA BELLEZA;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;NUEVO PARAÍSO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;SAN JOSÉ DE GUAYUSA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;FRANCISCO DE ORELLANA;SAN LUIS DE ARMENIA;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;AGUARICO;NUEVO ROCAFUERTE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;AGUARICO;CAPITÁN AUGUSTO RIVADENEYRA;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;AGUARICO;CONONACO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;AGUARICO;SANTA MARÍA DE HUIRIRIMA;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;AGUARICO;YASUNÍ;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;LA JOYA DE LOS SACHAS;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;ENOKANQUI;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;POMPEYA;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;SAN CARLOS;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;SAN SEBASTIÁN DEL COCA;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;LAGO SAN PEDRO;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;RUMIPAMBA;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;TRES DE NOVIEMBRE;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LA JOYA DE LOS SACHAS;UNIÓN MILAGREÑA;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LORETO;LORETO;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LORETO;ÁVILA;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LORETO;PUERTO MURIALDO;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LORETO;SAN JOSÉ DE PAYAMINO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LORETO;SAN JOSÉ DE DAHUANO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ORELLANA;LORETO;SAN VICENTE DE HUATICOCHA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;ALLURIQUÍN;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;PUERTO LIMÓN;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;LUZ DE AMÉRICA;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SAN JACINTO DEL BÚA;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;VALLE HERMOSO;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;EL ESFUERZO;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SANTA MARÍA DEL TOACHI;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;LA CONCORDIA;LA CONCORDIA;459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;LA CONCORDIA;MONTERREY;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;LA CONCORDIA;LA VILLEGAS;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTO DOMINGO DE LOS TSÁCHILAS;LA CONCORDIA;PLAN PILOTO;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SANTA ELENA;SANTA ELENA;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SANTA ELENA;ATAHUALPA;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SANTA ELENA;COLONCHE;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SANTA ELENA;CHANDUY;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SANTA ELENA;MANGLARALTO;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SANTA ELENA;SIMÓN BOLÍVAR;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SANTA ELENA;SAN JOSÉ DE ANCÓN;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;4.440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SALINAS;SALINAS;2.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SALINAS;ANCONCITO;1.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SANTA ELENA;SALINAS;JOSÉ LUIS TAMAYO;1.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
